nom,adresse,arrondissement,arrondissement2,telephone,prix,cuisine1,cuisine2,cuisine3,cuisine4,cuisine5,cuisine6,cuisine7
Les Moulins La Fayette,"279, chemin du Bord-du-lac",Pointe-Claire,,(514) 674-0811,1,Café,Bistro,Pâtisserie,Sandwichs,Salades,Desserts et Sucreries,Marché
Sushi Shop,"60, route 132",Delson,,(450) 638-4901,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1678, boul. Saint-Martin O",Chomedey,,(450) 681-8867,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"85, ave. du Mont-Royal O",Mile-End,Le Plateau-Mont-Royal,(514) 843-1808,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"220, chemin du lac millette",Saint-Sauveur,,(450) 227-4242,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"439, ave. du Président Kennedy",Centre-ville,,(514) 286-2929,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"915, boul. de Maisonneuve O",Centre-ville,,(514) 847-1118,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"5133, rue Sherbrooke O.",Notre-Dame-de-Grâce (NDG),,(514) 483-5133,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"100, boul. Don Quichotte, #6-A",Île Perrot/Pincourt,,(514) 453-5333,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"199, boul. Labelle",Rosemère,,(450) 508-6560,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1428, rue Roberval",Saint-Bruno-de-Montarville,,(450) 653-6888,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"5650, chemin de la Côte-des-Neiges",Côte-des-Neiges,,(514) 737-5168,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1200, ave. McGill Collège",Centre-ville,,(514) 861-4888,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"2245, boul. Marcel Laurin",Ville Saint-Laurent,,(514) 335-4408,1,Sushi,Poke Bowl,,,,,
Sushi Shop & Thai Express,"3550, ave. du Parc",Centre-ville,,(514) 845-5292,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1185, chemin du Tremblay, #120",Longueuil,Vieux Longueuil,(450) 448-6000,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"907, boul. De Périgny",Chambly,,(450) 715-1092,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"684, boul. Arthur-Sauvé",Saint-Eustache,,(450) 472-9555,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1161, ave. Bernard",Outremont,Mile-End,(514) 272-8883,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"7200, boul. Lepage",Quartier Dix30,Brossard,(450) 676-2444,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"2808, boul. St-Charles",Kirkland,,(514) 674-0868,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"430, rue Notre-Dame O",Vieux-Montréal,,(514) 842-8518,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"214, boul. Omer-Marcil",St-Jean-Sur-Richelieu,,(450) 348-9797,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"5580, ave. de Monkland",Monkland Village,Notre-Dame-de-Grâce (NDG),(514) 369-2299,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"353, boul. St-Charles O.",Vieux Longueuil,Longueuil,(450) 651-2424,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"366, rue Principale O",Magog,,(819) 843-8805,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"6250, boul. Cousineau",Saint-Hubert,Longueuil,(450) 656-3233,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"2113, ave. Mont-Royal E",Le Plateau-Mont-Royal,,(514) 525-8534,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1460, rue Mackay",Centre-ville,,(514) 989-8779,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"7010, ave. Henri-Julien",Petite-Italie,Rosemont-Petite-Patrie,(514) 278-7289,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"3058, boul. Laframboise",Saint-Hyacinthe,,(450) 774-5888,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"441, boul. Adolphe-Chapleau",Bois-des-Filion,,(450) 965-7765,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"2230, boul. du Millénaire",Saint-Basile-le-Grand,,(450) 461-0999,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"550, boul. Curé-Labelle, #14",Sainte-Rose,,(450) 736-3440,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"299, boul. Sir-Wilfrid-Laurier",Saint-Lambert,,(450) 465-6444,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1220, boul. de Maisonneuve O",Centre-ville,,(514) 843-7412,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"340, boul. Sir-Wilfrid-Laurier",Mont-Saint-Hilaire,,(450) 446-5222,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"1356, rue Ste-Catherine E.",Le Village/Centre Sud,,(514) 529-0888,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"480, boul. St-Laurent",Vieux-Montréal,,(514) 849-8688,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"9252A, boul. de l'Acadie",Ahuntsic-Cartierville,,(514) 389-3366,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"3206, boul. de la Gare, suite 120",Vaudreuil-Dorion,,(450) 510-9997,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"190, boul Curé-Labelle",Sainte-Thérèse,,(450) 420-4408,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"2655, rue King O",Sherbrooke,,(819) 346-5005,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"2284, autoroute 13, desserte O",Sainte-Dorothée,,(450) 689-0756,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"740, rue Principale",Granby,,(450) 372-0966,1,Sushi,Poke Bowl,,,,,
Sushi Shop,"4924, boul. St Jean",Pierrefonds-Roxboro,,(514) 696-9933,1,Sushi,Poke Bowl,,,,,
Miss Italia,"365A, boul. Sir-Wilfrid-Laurier",Saint-Basile-le-Grand,,(450) 653-7373,2,Italienne,,,,,,
Miss Italia,"1380, ave. Victoria",Greenfield Park,Saint-Lambert,(450) 672-8000,2,Italienne,,,,,,
Daou,"519, rue Faillon E",Villeray-Saint-Michel,,(514) 276-8310,2,Moyen Orientale,Libanaise,,,,,
Daou,"2373, boul. Marcel-Laurin",Ville Saint-Laurent,,(514) 334-1199,2,Moyen Orientale,Libanaise,,,,,
Chez Cora,"111, boul. Industriel",Repentigny,,(450) 657-0771,1,Déjeuner,Crêperie,,,,,
Chez Cora,"84, boul. Harwood",Vaudreuil-Dorion,,(450) 424-2220,1,Déjeuner,Crêperie,,,,,
Chez Cora,"6250, boul. Cousineau",Saint-Hubert,Longueuil,**FERMÉ**,1,Déjeuner,Crêperie,,,,,
Chez Cora,"3730, boul. des Forges",Trois-Rivières,,(819) 697-2672,1,Déjeuner,Crêperie,,,,,
Chez Cora,"380, boul. de la Seigneurie",Blainville,,(450) 971-2929,1,Déjeuner,Crêperie,,,,,
Chez Cora,"1310, rue Johnson O",Saint-Hyacinthe,,(450) 778-2000,1,Déjeuner,Crêperie,,,,,
Chez Cora,"2108, boul. des Laurentides",Vimont,,(450) 669-1134,1,Déjeuner,Crêperie,,,,,
Chez Cora,"7573, boul. Newman",Verdun/Lasalle,,(514) 364-5884,1,Déjeuner,Crêperie,,,,,
Chez Cora,"183, boul. Hymus",Pointe-Claire,,(514) 630-8104,1,Déjeuner,Crêperie,,,,,
Chez Cora,"3836, boul. de la cote-Vertu",Ville Saint-Laurent,,(514) 956-7444,1,Déjeuner,Crêperie,,,,,
Chez Cora,"1017, rue Ste-Catherine E",Le Village/Centre Sud,,(514) 285-2672,1,Déjeuner,Crêperie,,,,,
Chez Cora,"1240, rue Drummond",Centre-ville,,(514) 286-6171,1,Déjeuner,Crêperie,,,,,
Chez Cora,"19, rue Papineau",Joliette,,(450) 752-9111,1,Déjeuner,Crêperie,,,,,
Chez Cora,"95, boul. Labelle",Sainte-Thérèse,,(450) 434-0606,1,Déjeuner,Crêperie,,,,,
Chez Cora,"15, rue Simonds N",Granby,,(450) 375-6199,1,Déjeuner,Crêperie,,,,,
Chez Cora,"72, boul. St-Jean Baptiste",Châteauguay,,(450) 691-1195,1,Déjeuner,Crêperie,,,,,
Chez Cora,"2261, boul. Roland Therrien",Longueuil,,(450) 647-1134,1,Déjeuner,Crêperie,,,,,
Chez Cora,"3200, rue King O",Sherbrooke,,(819) 823-0781,1,Déjeuner,Crêperie,,,,,
Chez Cora,"12580, rue Sherbrooke E",Repentigny,,(514) 640-1616,1,Déjeuner,Crêperie,,,,,
Chez Cora,"3051, boul. de la Concorde E",Duvernay,,(450) 661-1134,1,Déjeuner,Crêperie,,,,,
Chez Cora,"9394, boul. de l'Acadie",Ahuntsic-Cartierville,,(514) 381-5606,1,Déjeuner,Crêperie,,,,,
Chez Cora,"5805, boul. Henri Bourassa E",Montréal-Nord,,(514) 329-5000,1,Déjeuner,Crêperie,,,,,
Chez Cora,"6685, rue St-Jacques O",Notre-Dame-de-Grâce (NDG),,(514) 369-0733,1,Déjeuner,Crêperie,,,,,
Chez Cora,"5670, rue Sherbrooke E",Hochelaga-Maisonneuve,Montréal-Est,(514) 253-2828,1,Déjeuner,Crêperie,,,,,
Chez Cora,"141, boul. de Mortagne",Boucherville,,(450) 449-1288,1,Déjeuner,Crêperie,,,,,
Chez Cora,"1396, ave. du Mont-Royal E",Le Plateau-Mont-Royal,,(514) 525-9495,1,Déjeuner,Crêperie,,,,,
Chez Cora,"5940, chemin de la cote-des-Neiges",Côte-des-Neiges,,**FERMÉ**,1,Déjeuner,Crêperie,,,,,
Chez Cora,"2113, boul. Le carrefour",Chomedey,,(450) 973-1991,1,Déjeuner,Crêperie,,,,,
Chez Cora,"5242,  Route 132",Sainte-Catherine,,(450) 632-5707,1,Déjeuner,Crêperie,,,,,
Chez Cora,"205, rue de Martigny",Saint-Jérôme,,(450) 431-2999,1,Déjeuner,Crêperie,,,,,
La Table du Pêcheur,"10500, boul. Gouin O.",Pierrefonds-Roxboro,,(514) 991-7890,1.5,Fruits de mer/Poissons,,,,,,
La Table du Pêcheur,"6700, boul. St-Laurent",Petite-Italie,Boul. St-Laurent/Main,(514) 652-1200,1.5,Fruits de mer/Poissons,,,,,,
Clafouti,"2122, rue Drummond",Centre-ville,,(514) 842-0388,1,Deli,Sandwichs,,,,,
Clafouti,"402, rue St Jacques",Vieux-Montréal,,(514) 849-6756,1,Deli,Sandwichs,,,,,
Poutine en Folie,"2563, rue Ontario",Le Village/Centre Sud,,(438) 288-3755,1,Poutine,Sandwichs,Réconfort,Pâtes,Salades,Burgers,
Poutine en Folie,"7075, rue Jarry E.",Anjou-St-Léonard,Montréal-Est,(438) 288-3733,1,Poutine,Sandwichs,Réconfort,Pâtes,Salades,Burgers,
Poutine en Folie,"1270, rue Jarry E.",Villeray-Saint-Michel,Rosemont-Petite-Patrie,(438) 288-4288,1,Poutine,Sandwichs,Réconfort,Pâtes,Salades,Burgers,
Poutine en folie,"4147, boul. St-Laurent",Le Plateau-Mont-Royal,Boul. St-Laurent/Main,**FERMÉ**,1,Poutine,Américaine,Déjeuner,,,,
MLT DWN,"3035, boul. le Carrefour, Unit F002A",Chomedey,,(450) 681-0089,1.5,Grilled Cheese,Salades,Sandwichs,,,,
MLT DWN,"837, rue Mont-Royal E",Le Plateau-Mont-Royal,,(514) 524-0822,1.5,Grilled Cheese,Salades,Sandwichs,,,,
Mamie Clafoutis,"2660, rue Notre-Dame O",Petite-Bourgogne,,(514) 303-1511,1,Café,Maison de thé,Pâtisserie,Sandwichs,Salades,,
Mamie Clafoutis,"105, chemin de la Pointe-Nord",Île des Soeurs,,(514) 508-8800,1,Café,Maison de thé,Pâtisserie,Sandwichs,Salades,,
Mamie Clafoutis,"4093, rue Molson",Rosemont-Petite-Patrie,,(438) 384-7225,1,Café,Maison de thé,Pâtisserie,Sandwichs,Salades,,
Mamie Clafoutis,"1602, rue Fleury E",Ahuntsic-Cartierville,,(438) 385-1602,1,Café,Maison de thé,Pâtisserie,Sandwichs,Salades,,
Mamie Clafoutis,"3660, rue St-Denis",Le Plateau-Mont-Royal,Rue St-Denis,(438) 380-5624,1,Café,Maison de thé,Pâtisserie,Sandwichs,Salades,,
Mamie Clafoutis,"1291, ave. Van Horne",Outremont,,(514) 750-7245,1.5,Café,Maison de thé,Pâtisserie,Sandwichs,Salades,,
Capucine,"333, rue de la Gauchetière O.",Vieux-Montréal,Centre-ville,(514) 507-6433,1.5,Bar à jus et smoothies,Café,Déjeuner,Sandwichs,Salades,Desserts et Sucreries,Végétalienne
Capucine,"7000, boul. Maurice-Duplessis, local 210",RDP-Pointe-aux-Trembles,Montréal-Nord,(514) 328-3804,1,Bistro,Café,Sandwichs,Salades,,,
Fruit Oeufolie,"495, montée Masson",Mascouche,,(450) 966-6486,1,Déjeuner,,,,,,
Fruit Oeufolie,"275, rue Hector-Lanthier",Saint-Eustache,,(450) 472-9117,1,Déjeuner,,,,,,
Fruit Oeufolie,"7265, boul. Langelier",Anjou-St-Léonard,,(514) 256-2424,1,Déjeuner,Américaine,,,,,
Second Cup,"1386, ave. Greene",Westmount,,(514) 937-9249,1,Café,Sandwichs,,,,,
Second Cup,"1235, PHILLIPS SQUARE",Centre-ville,,(514) 842-4040,1,Café,Sandwichs,,,,,
Second Cup,"1551, rue St. Denis",Quartier Latin,Rue St-Denis,(514) 843-7264,1,Café,Sandwichs,,,,,
Second Cup,"230, montée Masson",Mascouche,,(450) 474-6004,1,Café,Sandwichs,,,,,
Second Cup,"1800,  ave. McGill Collège",Centre-ville,,(514) 284-1993,1,Café,Sandwichs,,,,,
Second Cup,"800, Place Victoria",Vieux-Montréal,,(514) 395-4490,1,Café,Sandwichs,,,,,
Second Cup,"5365, chemin Queen Mary",Notre-Dame-de-Grâce (NDG),,(514) 485-2909,1,Café,Sandwichs,,,,,
Second Cup,"6000, chemin de la Cote des Neiges",Côte-des-Neiges,,(514) 733-3069,1,Café,Sandwichs,,,,,
Second Cup,"3755, chemin de la Cote Ste Catherine",Côte-des-Neiges,,(514) 340-1483,1,Café,Sandwichs,,,,,
Second Cup,"14845, boul.Pierrefonds",Pierrefonds-Roxboro,,(514) 626-7041,1,Café,Sandwichs,,,,,
Second Cup,"3035, boul. Le Carrefour,Unit Z024",Chomedey,Laval-des-Rapides,(450) 688-8149,1,Café,Sandwichs,,,,,
Second Cup,"4795, ave. Van Horne",Côte-des-Neiges,,(514) 735-1098,1,Café,Sandwichs,,,,,
Second Cup,"153A, boul. de Promenades St. Bruno",Saint-Bruno-de-Montarville,,(450) 653-8682,1,Café,Sandwichs,,,,,
Second Cup,"5550, ave. Monkland",Notre-Dame-de-Grâce (NDG),,(514) 487-9481,1,Café,Sandwichs,,,,,
Second Cup,"3315, chemin Queen Mary",Côte-des-Neiges,,(514) 738-1887,1,Café,Sandwichs,,,,,
Second Cup,"7, Place du Commerce unit 101",Île des Soeurs,,(514) 769-2992,1,Café,Sandwichs,,,,,
Second Cup,"6801, rte. Transcanadienne - UNIT Z-20",Pointe-Claire,,(514) 428-9090,1,Café,Sandwichs,,,,,
Second Cup,"5964, boul. Cousineau",Saint-Hubert,Longueuil,(450) 443-6869,1,Café,Sandwichs,,,,,
Second Cup,"2020, rue University, suite 309",Centre-ville,,(514) 985-6628,1,Café,Sandwichs,,,,,
Second Cup,"975, rue Romeo-Vachon N",Dorval,,(514) 636-6637,1,Café,Sandwichs,,,,,
Second Cup,"7999, boul. des Galeries D'Anjou",Anjou-St-Léonard,,(514) 352-8151,1,Café,Sandwichs,,,,,
Second Cup,"1122, rue Ste-Catherine O",Centre-ville,,(514) 395-2983,1,Café,Sandwichs,,,,,
Second Cup,"895, rue de la Gauchetière O",Vieux-Montréal,,(514) 393-1250,1,Café,Sandwichs,,,,,
Second Cup,"7275, rue Sherbrooke E",Hochelaga-Maisonneuve,Montréal-Est,(514) 351-9002,1,Café,Sandwichs,,,,,
Second Cup,"625, rue Ste-Catherine O",Centre-ville,,(514) 849-9349,1,Café,Sandwichs,,,,,
Second Cup,"3365, boul. des Sources",Dollard-des-Ormeaux,Pierrefonds-Roxboro,(514) 683-6998,1,Café,Sandwichs,,,,,
Second Cup,"1602, rue Ste-Catherine O,Unit C",Centre-ville,,(514) 939-3237,1,Café,Sandwichs,,,,,
Second Cup,"1084, rue Desserte O",Sainte-Dorothée,Chomedey,(450) 689-6287,1,Café,Sandwichs,,,,,
Second Cup,"2200, ave. McGill Collège",Centre-ville,,(514) 843-4567,1,Café,Sandwichs,,,,,
Second Cup,"3720, boul. Taschereau",Greenfield Park,Longueuil,(450) 671-2424,1,Café,Sandwichs,,,,,
Second Cup,"7335, rue Sherbrooke O",Montréal-Ouest,,(514) 509-1624,1,Café,Sandwichs,,,,,
Second Cup,"1275, ave. Bernard",Outremont,,(514) 271-6624,1,Café,Sandwichs,,,,,
Second Cup,"990, boul. St. Jean",Pointe-Claire,,(514) 428-5550,1,Café,Sandwichs,,,,,
Second Cup,"5206, chemin de la Cote Des Neiges",Côte-des-Neiges,,(514) 733-2710,1,Café,Sandwichs,,,,,
Second Cup,"1351, rue Ste. Catherine E",Le Village/Centre Sud,,(514) 598-7727,1,Café,Sandwichs,,,,,
Second Cup,"3755, chemin de la Cote Ste Catherine",Côte-des-Neiges,,(514) 340-1448,1,Café,Sandwichs,,,,,
Second Cup,"3695, boul. St. Laurent",Le Plateau-Mont-Royal,Boul. St-Laurent/Main,(514) 564-9270,1,Café,Sandwichs,,,,,
Second Cup,"1800, chemin du Fer-à-Cheval, suite 102",Sainte-Julie,,(450) 922-2625,1,Café,Sandwichs,,,,,
Second Cup,"1500, rue Atwater, Unit G-30",Centre-ville,Westmount,(514) 846-1446,1,Café,Sandwichs,,,,,
Second Cup,"3498, ave. du Parc",Le Plateau-Mont-Royal,,(514) 286-4422,1,Café,Sandwichs,,,,,
Second Cup,"900, ave. du Mont-Royal E",Le Plateau-Mont-Royal,,(514) 528-1717,1,Café,Sandwichs,,,,,
Second Cup,"5001, rue Sherbrooke O",Westmount,,(514) 487-3030,1,Café,Sandwichs,,,,,
Second Cup,"1308, rue Roberval",Saint-Bruno-de-Montarville,,(450) 653-9008,1,Café,Sandwichs,,,,,
Second Cup,"1648, rue Mont Royal E",Le Plateau-Mont-Royal,,(514) 524-7772,1,Café,Sandwichs,,,,,
Ben & Florentine,"2182, rue du Colisée",Longueuil,,(450) 448-7921,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"11618, boul. de Salaberry",Dollard-des-Ormeaux,,(514) 685-8555,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1105, boul. René-Lévesque",Drummondville,,(819) 478-8888,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"300, chemin du Golf",Île des Soeurs,Verdun/Lasalle,(514) 768-9222,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1133, boul. Armand-Frappier, Suite 101-B",Sainte-Julie,,(450) 922-7770,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"2817, ave. des Aristocrates",Vimont,Duvernay,(450) 661-7375,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1928, boul. Thimens",Ville Saint-Laurent,,(514) 956-8888,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"3555, boul. Saint-Charles",Kirkland,,(514) 505-4855,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1900, boul. Monseigneur Langlois",Salaberry-de-Valleyfield,,(450) 377-8484,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"2645, boul. du Curé Labelle",Prévost,,(450) 335-1335,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"2055, boul. St-Martin O",Chomedey,,(450) 686-1116,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1215, rue Mansfield",Centre-ville,,(514) 395-0222,1,Déjeuner,Crêperie,Espagnole,,,,
Ben & Florentine,"6835, boul. Taschereau",Brossard,,(450) 486-6872,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"48, boul. de la Cite-des-Jeunes",Vaudreuil-Dorion,,(450) 455-0303,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"203, boul. Curé Labelle",Sainte-Thérèse,,(450) 430-9696,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1173, Montée des Pionniers",Terrebonne/Lachenaie,,(450) 582-6500,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"2356, chemin Lucerne",Ville Mont-Royal,,(514) 733-7337,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"584, montee Masson",Mascouche,,(450) 474-8000,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1082, rang St-Francois",Terrebonne/Lachenaie,,(450) 818-7337,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"210, boul. Jean-Leman",Candiac,,(450) 907-3737,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"540, rue d'Avaugour - Suite 200C-1900",Boucherville,,(450) 449-2291,1,Déjeuner,Crêperie,Sandwichs,,,,
Ben & Florentine,"1340, boul. Casavant E",Saint-Hyacinthe,,(450) 250-6066,1,Déjeuner,Crêperie,Sandwichs,,,,
Centrale Bergham,"6507, rue Beaubien E",Nouveau Rosemont,Hochelaga-Maisonneuve,(514) 658-9494,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"1253, boul. Curé-Labelle",Chomedey,,(450) 934-9332,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"1800, rue Ste-Catherine O",Centre-ville,,(514) 508-6161,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"1120, rue Décarie",Ville Saint-Laurent,,(514) 331-9000,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"4847, boul. des Sources",Pierrefonds-Roxboro,,(514) 542-3810,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"4836, boul. Taschereau",Greenfield Park,Longueuil,(579) 723-1455,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"6135, chemin de la Côte-des-Neiges",Côte-des-Neiges,,(514) 419-4545,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"7773, boul. Newman",Verdun/Lasalle,,(514) 379-3777,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"5626, boul. Henri-Bourassa E.",Montréal-Nord,,(514) 419-8115,1,Sandwichs,Burgers,Internationale,Halal,,,
Centrale Bergham,"3467, boul. St-Laurent",Boul. St-Laurent/Main,Centre-ville,(514) 508-6161,1,Sandwichs,Burgers,Internationale,Halal,,,
Ichi Sushi,"1037, rue Fleury E",Ahuntsic-Cartierville,,(514) 388-6333,2,Japonaise,Sushi,,,,,
Ichi Sushi,"23, ave. du Mont-Royal E",Le Plateau-Mont-Royal,,(514) 845-8338,2,Japonaise,Sushi,,,,,
Mon Ami Express,"5889, ave. Victoria",Côte-des-Neiges,,(514) 738-3500,1,Coréenne,Barbecue-BBQ,,,,,
Mon Ami Express,"6922, rue Sherbrooke O.",Côte-des-Neiges,,(514) 482-1731,1,Coréenne,Barbecue-BBQ,,,,,
NosThés,"2160, rue Saint-Mathieu",Centre-ville,,(514) 931-4074,1,Maison de thé,Café,Asiatique,Bistro,,,
NosThés,"1609, rue Ste-Catherine O.",Centre-ville,,(514) 904-0246,1,Asiatique,Maison de thé,,,,,
NosThés,"1215, rue Ste-Catherine E",Le Village/Centre Sud,,(438) 289-0418,1,Maison de thé,Café,Asiatique,Bistro,,,
Paysanne Gelato,"75, boul. des Châteaux",Blainville,,(450) 420-0661,1,Crème glacée,Desserts et Sucreries,,,,,
Paysanne Gelato,"7999, boul. des Galeries D'Anjou",Anjou-St-Léonard,,(514) 903-9034,1,Crème glacée,Desserts et Sucreries,Café,,,,
Paysanne Gelato,"3003, boul. Le Carrefour (Carrefour Laval)",Chomedey,,(450) 973-2180,1,Crème glacée,Desserts et Sucreries,,,,,
Paysanne Gelato,"95, boul. Labelle",Sainte-Thérèse,,**FERMÉ**,1,Crème glacée,Desserts et Sucreries,,,,,
Paysanne Gelato,"2050, boul. Curé-Labelle",Chomedey,,(450) 681-6367,1,Crème glacée,Desserts et Sucreries,,,,,
Paysanne Gelato,"6801, Aut. Transcanadienne (Fairview Pointe-Claire)",Pointe-Claire,,(514) 695-8869,1,Crème glacée,Desserts et Sucreries,,,,,
Pasta Etc,"1129, boul. St-Martin O",Laval-des-Rapides,,(450) 667-1212,1,Pâtes,Italienne,Pizza,Salades,,,
Pasta Etc,"70, route 132",Delson,,(450) 638-0400,1,Pâtes,Italienne,Pizza,Salades,,,
Pasta Etc,"265, rue Saint-Laurent",Saint-Eustache,,**FERMÉ**,1,Pâtes,Italienne,Pizza,Salades,,,
San Antonio Grill & Pâtes,"632, rue Notre-Dame",Repentigny,,(450) 581-9528,2.5,Grillades,Steakhouse,Salades,Burgers,Fruits de mer/Poissons,Pâtes,
San Antonio Grill & Pâtes,"1368, Montée Masson",Terrebonne/Lachenaie,,(450) 492-2250,2.5,Grillades,Steakhouse,Salades,Burgers,Fruits de mer/Poissons,Pâtes,
Allo! Mon Coco,"480, 25ieme ave.",Saint-Eustache,,(450) 623-6626,1,Déjeuner,,,,,,
Allo! Mon Coco,"9180, boul. Leduc suite 150",Brossard,Quartier Dix30,(450) 926-1900,1,Déjeuner,,,,,,
Allo! Mon Coco,"4448, boul. St-Laurent,",Le Plateau-Mont-Royal,Boul. St-Laurent/Main,(514) 303-6383,1,Déjeuner,,,,,,
Allo! Mon Coco,"111, boul. des Promenades",Saint-Bruno-de-Montarville,,(450) 441-1188,1,Déjeuner,,,,,,
Allo! Mon Coco,"46-D, boul. Brunswick",Pointe-Claire,,(514) 542-3663,1,Déjeuner,,,,,,
Allo! Mon Coco,"3924, boul. Dagenais O.",Fabreville,,(450) 963-7957,1,Déjeuner,,,,,,
Allo! Mon Coco,"100, boul. Brien, suite 192",Repentigny,,(450) 654-9828,1,Déjeuner,,,,,,
Allo! Mon Coco,"5912, des Grandes Prairies",Anjou-St-Léonard,,(514) 328-0805,1,Déjeuner,,,,,,
Allo! Mon Coco,"1 Place Ville-Marie, local 11437",Centre-ville,,(514) 393-8842,1,Déjeuner,,,,,,
Allo! Mon Coco,"6817, boul. Newman",Verdun/Lasalle,,(514) 647-7002,1,Déjeuner,,,,,,
Allo! Mon Coco,"239A, boul. Samson",Sainte-Dorothée,,(450) 969-4653,1,Déjeuner,,,,,,
Allo! Mon Coco,"1930, rue Leonard-De Vinci",Sainte-Julie,,(450) 649-9595,1,Déjeuner,,,,,,
Allo! Mon Coco,"100, Promenade du Centropolis",Chomedey,Centropolis,(450) 934-8989,1,Déjeuner,,,,,,
Allo! Mon Coco,"9, boul. de la Seigneurie",Blainville,,(450) 951-9790,1,Déjeuner,,,,,,
Allo! Mon Coco,"1684, boul. de Maisonneuve O",Centre-ville,,(514) 419-6161,1,Déjeuner,,,,,,
Allo! Mon Coco,"3131, boul. de la Côte Vertu",Ville Saint-Laurent,,(514) 544-3100,1,Déjeuner,,,,,,
Allo! Mon Coco,"5685, chemin de la Côte-des-Neiges",Côte-des-Neiges,,(514) 508-4111,1,Déjeuner,,,,,,
Allo! Mon Coco,"9197, boul. de l'Acadie",Ahuntsic-Cartierville,,(514) 381-6425,1,Déjeuner,,,,,,
